"","reg","val","X","nCells"
"493","N",0.727941276691404,"NDVI_upper",10969
"494","N",0.729866259088096,"NDVI_upper",10969
"495","N",0.728300338961976,"NDVI_upper",10969
"496","N",0.729428937178658,"NDVI_upper",10969
"497","N",0.727229322593173,"NDVI_upper",10969
"498","N",0.728560048055117,"NDVI_upper",10969
"499","N",0.727475318878037,"NDVI_upper",10969
"500","N",0.728383216470851,"NDVI_upper",10969
"501","N",0.73123583267212,"NDVI_upper",10969
"502","N",0.727373896696923,"NDVI_upper",10969
"503","N",0.72996722149652,"NDVI_upper",10969
"504","N",0.72910455779916,"NDVI_upper",10969
"505","N",0.730169722623338,"NDVI_upper",10969
"506","N",0.72888114553443,"NDVI_upper",10969
"507","N",0.728563644717364,"NDVI_upper",10969
"508","N",0.727503131304563,"NDVI_upper",10969
"509","N",0.7280851076066,"NDVI_upper",10969
"510","N",0.729845941851915,"NDVI_upper",10969
"511","N",0.728251957241505,"NDVI_upper",10969
"512","N",0.728211845995091,"NDVI_upper",10969
"513","N",0.729596484348167,"NDVI_upper",10969
"514","N",0.728846908395106,"NDVI_upper",10969
"515","N",0.729398615992865,"NDVI_upper",10969
"516","N",0.730403577760741,"NDVI_upper",10969
"517","N",0.728785518594219,"NDVI_upper",10969
"518","N",0.728794248958033,"NDVI_upper",10969
"519","N",0.727594214047997,"NDVI_upper",10969
"520","N",0.728536843017947,"NDVI_upper",10969
"521","N",0.727480774870618,"NDVI_upper",10969
"522","N",0.727340155520011,"NDVI_upper",10969
"523","N",0.731335940807331,"NDVI_upper",10969
"524","N",0.72727017082463,"NDVI_upper",10969
"525","N",0.72992953906669,"NDVI_upper",10969
"526","N",0.731250750053059,"NDVI_upper",10969
"527","N",0.729133355234922,"NDVI_upper",10969
"528","N",0.730634631908656,"NDVI_upper",10969
"529","N",0.728807560081342,"NDVI_upper",10969
"530","N",0.727290409502735,"NDVI_upper",10969
"531","N",0.729744730157701,"NDVI_upper",10969
"532","N",0.730158407712032,"NDVI_upper",10969
"533","N",0.72908988659853,"NDVI_upper",10969
"534","N",0.727765016312609,"NDVI_upper",10969
"535","N",0.730013577732701,"NDVI_upper",10969
"536","N",0.728290442950244,"NDVI_upper",10969
"537","N",0.72849609077307,"NDVI_upper",10969
"538","N",0.729768866801095,"NDVI_upper",10969
"539","N",0.72888934620024,"NDVI_upper",10969
"540","N",0.727648928692953,"NDVI_upper",10969
"541","N",0.728815371653092,"NDVI_upper",10969
"542","N",0.729682326060631,"NDVI_upper",10969
"543","N",0.729166362972016,"NDVI_upper",10969
"544","N",0.727502123836564,"NDVI_upper",10969
"545","N",0.727380742358889,"NDVI_upper",10969
"546","N",0.729835408194469,"NDVI_upper",10969
"547","N",0.7321549643353,"NDVI_upper",10969
