ord;species;L;F;R;N;S;HM;T;K;TRU
P;Tilia x vulgaris;5;5;6;6;0;NA;NA;NA;NA
P;Tofieldia pusilla;8;9;7;2;0;NA;NA;NA;NA
P;Tolmiea menziesii;3;6;7;7;0;NA;NA;NA;NA
P;Tordylium maximum;7;3;6;5;0;NA;NA;NA;NA
P;Torilis arvensis;8;4;8;4;0;NA;NA;NA;NA
P;Torilis japonica;7;5;7;7;0;NA;NA;NA;NA
P;Torilis nodosa;8;5;7;6;1;NA;NA;NA;NA
P;Tractema verna;8;5;5;3;3;NA;NA;NA;NA
P;Tragopogon pratensis;8;4;7;5;0;NA;NA;NA;NA
P;Trichomanes speciosum;2;7;7;3;0;NA;NA;NA;NA
P;Trichophorum cespitosum;8;8;2;1;0;NA;NA;NA;NA
P;Trientalis europaea;5;6;3;3;0;NA;NA;NA;NA
P;Trifolium arvense;9;3;5;2;1;NA;NA;NA;NA
P;Trifolium bocconei;9;4;5;2;0;NA;NA;NA;NA
P;Trifolium campestre;8;4;6;4;0;NA;NA;NA;NA
P;Trifolium dubium;7;4;6;5;0;NA;NA;NA;NA
P;Trifolium fragiferum;8;7;7;6;2;NA;NA;NA;NA
P;Trifolium glomeratum;9;3;5;2;0;NA;NA;NA;NA
P;Trifolium hybridum;7;5;7;6;0;NA;NA;NA;NA
P;Trifolium incarnatum;8;2;5;2;1;NA;NA;NA;NA
P;Trifolium medium;7;4;6;4;0;NA;NA;NA;NA
P;Trifolium micranthum;8;5;5;5;0;NA;NA;NA;NA
P;Trifolium occidentale;9;4;6;2;3;NA;NA;NA;NA
P;Trifolium ochroleucon;7;5;8;2;0;NA;NA;NA;NA
P;Trifolium ornithopodioides;9;6;5;3;0;NA;NA;NA;NA
P;Trifolium pratense;7;5;7;5;0;NA;NA;NA;NA
P;Trifolium repens;7;5;6;6;0;NA;NA;NA;NA
P;Trifolium scabrum;9;3;7;2;1;NA;NA;NA;NA
P;Trifolium squamosum;9;6;7;6;3;NA;NA;NA;NA
P;Trifolium striatum;8;3;5;2;0;NA;NA;NA;NA
P;Trifolium strictum;9;2;5;2;0;NA;NA;NA;NA
P;Trifolium subterraneum;8;3;4;2;0;NA;NA;NA;NA
P;Trifolium suffocatum;8;4;4;2;0;NA;NA;NA;NA
P;Triglochin maritima;8;7;7;5;4;NA;NA;NA;NA
P;Triglochin palustris;8;9;6;2;2;NA;NA;NA;NA
P;Trinia glauca;9;2;8;1;0;NA;NA;NA;NA
P;Tripleurospermum inodorum;8;5;6;6;0;NA;NA;NA;NA
P;Tripleurospermum maritimum;8;5;6;6;1;NA;NA;NA;NA
P;Trisetum flavescens;7;4;7;4;0;NA;NA;NA;NA
P;Triticum aestivum;8;5;7;7;0;NA;NA;NA;NA
P;Trollius europaeus;7;7;6;4;0;NA;NA;NA;NA
P;Tsuga heterophylla;6;6;3;3;0;NA;NA;NA;NA
P;Tuberaria guttata;9;2;5;1;0;NA;NA;NA;NA
P;Tussilago farfara;7;6;6;6;0;NA;NA;NA;NA
P;Typha angustifolia;8;10;7;7;1;NA;NA;NA;NA
P;Typha latifolia;8;10;7;7;0;NA;NA;NA;NA
P;Ulex europaeus;7;5;5;3;0;NA;NA;NA;NA
P;Ulex gallii;7;6;3;2;0;NA;NA;NA;NA
P;Ulex minor;8;6;1;2;0;NA;NA;NA;NA
P;Ulmus glabra;4;5;7;6;0;NA;NA;NA;NA
P;Ulmus minor;5;5;7;7;0;NA;NA;NA;NA
P;Ulmus plotii;5;5;7;7;0;NA;NA;NA;NA
P;Ulmus procera;5;5;8;6;0;NA;NA;NA;NA
P;Umbilicus rupestris;6;4;5;4;0;NA;NA;NA;NA
P;Urtica dioica;6;6;7;8;0;NA;NA;NA;NA
P;Urtica urens;8;5;6;8;0;NA;NA;NA;NA
P;Utricularia australis;7;12;5;3;0;NA;NA;NA;NA
P;Utricularia intermedia;8;12;4;2;0;NA;NA;NA;NA
P;Utricularia minor;8;12;4;2;0;NA;NA;NA;NA
P;Utricularia ochroleuca;8;12;3;1;0;NA;NA;NA;NA
P;Utricularia stygia;8;12;5;2;0;NA;NA;NA;NA
P;Utricularia vulgaris;7;12;7;4;0;NA;NA;NA;NA
P;Oxycoccus microcarpus;7;8;1;1;0;NA;NA;NA;NA
P;Vaccinium myrtillus;6;6;2;2;0;NA;NA;NA;NA
P;Oxycoccus palustris;8;9;2;1;0;NA;NA;NA;NA
P;Vaccinium uliginosum;7;6;2;2;0;NA;NA;NA;NA
P;Vaccinium vitis-idaea;6;5;2;2;0;NA;NA;NA;NA
P;Valeriana dioica;8;8;6;3;0;NA;NA;NA;NA
P;Valeriana officinalis;6;8;6;5;0;NA;NA;NA;NA
P;Valeriana pyrenaica;5;7;5;5;0;NA;NA;NA;NA
P;Valerianella carinata;8;4;8;4;0;NA;NA;NA;NA
P;Valerianella dentata;8;4;7;4;0;NA;NA;NA;NA
P;Valerianella eriocarpa;8;3;8;3;0;NA;NA;NA;NA
P;Valerianella locusta;8;4;6;4;0;NA;NA;NA;NA
P;Valerianella rimosa;8;4;8;3;0;NA;NA;NA;NA
P;Verbascum lychnitis;7;3;7;3;0;NA;NA;NA;NA
P;Verbascum nigrum;7;4;7;6;0;NA;NA;NA;NA
P;Verbascum pulverulentum;8;3;7;5;0;NA;NA;NA;NA
P;Verbascum thapsus;7;4;7;5;0;NA;NA;NA;NA
P;Verbascum virgatum;8;4;5;5;0;NA;NA;NA;NA
P;Verbena officinalis;8;5;7;6;0;NA;NA;NA;NA
P;Veronica agrestis;7;6;6;7;0;NA;NA;NA;NA
P;Veronica alpina;8;6;5;2;0;NA;NA;NA;NA
P;Veronica anagallis-aquatica;7;10;7;7;0;NA;NA;NA;NA
P;Veronica arvensis;8;4;6;5;0;NA;NA;NA;NA
P;Veronica beccabunga;7;10;6;6;0;NA;NA;NA;NA
P;Veronica catenata;8;10;7;8;0;NA;NA;NA;NA
P;Veronica chamaedrys;6;5;6;5;0;NA;NA;NA;NA
P;Veronica filiformis;7;6;7;7;0;NA;NA;NA;NA
P;Veronica fruticans;8;5;7;2;0;NA;NA;NA;NA
P;Veronica hederifolia;6;5;7;6;0;NA;NA;NA;NA
P;Veronica montana;4;6;6;6;0;NA;NA;NA;NA
P;Veronica officinalis;6;5;4;4;0;NA;NA;NA;NA
P;Veronica persica;6;5;7;7;0;NA;NA;NA;NA
P;Veronica polita;7;4;7;5;0;NA;NA;NA;NA
P;Veronica praecox;8;2;8;1;0;NA;NA;NA;NA
P;Veronica scutellata;8;9;5;3;0;NA;NA;NA;NA
P;Veronica serpyllifolia;7;5;6;5;0;NA;NA;NA;NA
P;Veronica spicata;8;3;7;2;0;NA;NA;NA;NA
P;Veronica triphyllos;7;4;7;3;0;NA;NA;NA;NA
P;Veronica verna;8;2;5;1;0;NA;NA;NA;NA
P;Viburnum lantana;7;5;7;5;0;NA;NA;NA;NA
P;Viburnum opulus;6;7;6;6;0;NA;NA;NA;NA
P;Vicia bithynica;7;4;6;4;0;NA;NA;NA;NA
P;Vicia cracca;7;6;7;5;0;NA;NA;NA;NA
P;Vicia faba;8;4;7;7;0;NA;NA;NA;NA
P;Vicia hirsuta;7;5;6;6;0;NA;NA;NA;NA
P;Vicia lathyroides;8;3;5;3;0;NA;NA;NA;NA
P;Vicia lutea;7;4;7;5;1;NA;NA;NA;NA
P;Vicia orobus;7;5;5;4;0;NA;NA;NA;NA
P;Vicia parviflora;7;5;7;5;0;NA;NA;NA;NA
P;Vicia sativa;7;4;7;4;0;NA;NA;NA;NA
P;Vicia sepium;6;5;6;6;0;NA;NA;NA;NA
P;Vicia sylvatica;7;5;7;5;0;NA;NA;NA;NA
P;Vicia tetrasperma;7;5;7;6;0;NA;NA;NA;NA
P;Vicia villosa;7;4;6;5;0;NA;NA;NA;NA
P;Vinca major;5;6;7;6;0;NA;NA;NA;NA
P;Vinca minor;4;6;7;7;0;NA;NA;NA;NA
P;Viola arvensis;8;4;6;6;0;NA;NA;NA;NA
P;Viola canina;8;4;5;2;0;NA;NA;NA;NA
P;Viola hirta;7;4;8;2;0;NA;NA;NA;NA
P;Viola kitaibeliana;9;3;5;2;1;NA;NA;NA;NA
P;Viola lactea;7;6;2;2;0;NA;NA;NA;NA
P;Viola lutea;8;5;5;2;0;NA;NA;NA;NA
P;Viola odorata;5;5;7;7;0;NA;NA;NA;NA
P;Viola palustris;7;9;3;2;0;NA;NA;NA;NA
P;Viola persicifolia;7;8;7;3;0;NA;NA;NA;NA
P;Viola reichenbachiana;4;6;7;5;0;NA;NA;NA;NA
P;Viola riviniana;6;5;5;4;0;NA;NA;NA;NA
P;Viola rupestris;8;3;8;2;0;NA;NA;NA;NA
P;Viola tricolor;8;4;6;4;0;NA;NA;NA;NA
P;Viscum album;7;5;6;5;0;NA;NA;NA;NA
P;Vulpia bromoides;8;4;5;3;0;NA;NA;NA;NA
P;Vulpia ciliata;9;2;7;2;1;NA;NA;NA;NA
P;Vulpia fasciculata;9;3;7;2;1;NA;NA;NA;NA
P;Vulpia myuros;8;3;6;3;0;NA;NA;NA;NA
P;Vulpia unilateralis;9;3;8;2;0;NA;NA;NA;NA
P;Wahlenbergia hederacea;6;8;3;3;0;NA;NA;NA;NA
P;Wolffia arrhiza;7;11;7;7;0;NA;NA;NA;NA
P;Woodsia alpina;7;4;8;2;0;NA;NA;NA;NA
P;Woodsia ilvensis;7;3;5;2;0;NA;NA;NA;NA
P;Zannichellia palustris;7;12;8;7;2;NA;NA;NA;NA
P;Zea mays;8;3;8;7;0;NA;NA;NA;NA
P;Zostera angustifolia;7;12;8;5;8;NA;NA;NA;NA
P;Zostera marina;6;12;8;6;8;NA;NA;NA;NA
P;Zostera noltei;8;12;8;5;8;NA;NA;NA;NA
M;Acaulon muticum;7;5;5;4;0;0;NA;NA;NA
M;Acaulon mediterraneum;7;5;5;4;0;0;NA;NA;NA
M;Acaulon muticum;7;5;5;4;0;0;NA;NA;NA
M;Acaulon triquetrum;9;2;9;2;0;0;NA;NA;NA
M;Achrophyllum dentatum;2;8;6;3;0;0;NA;NA;NA
M;Acrobolbus wilsonii;5;6;3;2;0;0;NA;NA;NA
M;Adelanthus decipiens;4;6;3;2;0;0;NA;NA;NA
M;Adelanthus lindenbergianus;6;6;2;2;0;0;NA;NA;NA
M;Aloina aloides;8;3;8;3;0;0;NA;NA;NA
M;Aloina aloides;8;3;8;3;0;0;NA;NA;NA
M;Aloina ambigua;8;4;7;3;0;0;NA;NA;NA
M;Aloina brevirostris;8;3;9;1;0;0;NA;NA;NA
M;Aloina rigida;8;3;8;2;0;0;NA;NA;NA
M;Amblyodon dealbatus;8;8;7;2;0;0;NA;NA;NA
M;Amblystegium confervoides;3;5;9;4;0;0;NA;NA;NA
M;Hygroamblystegium fluviatile;6;11;5;4;0;0;NA;NA;NA
M;Hygroamblystegium humile;7;9;7;7;0;0;NA;NA;NA
M;Amblystegium radicale;5;9;5;5;0;0;NA;NA;NA
M;Amblystegium serpens;5;6;7;6;2;0;NA;NA;NA
M;Hygroamblystegium tenax;4;9;6;4;0;0;NA;NA;NA
M;Hygroamblystegium varium;5;9;7;7;0;0;NA;NA;NA
M;Amphidium lapponicum;6;5;7;2;0;0;NA;NA;NA
M;Amphidium mougeotii;4;7;4;2;0;0;NA;NA;NA
M;Anastrepta orcadensis;5;5;2;2;0;0;NA;NA;NA
M;Anastrophyllum alpinum;5;6;2;2;0;0;NA;NA;NA
M;Anastrophyllum donnianum;5;6;2;2;0;0;NA;NA;NA
M;Anastrophyllum hellerianum;4;7;2;2;0;0;NA;NA;NA
M;Anastrophyllum joergensenii;5;6;2;2;0;0;NA;NA;NA
M;Anastrophyllum joergensenii;7;6;2;1;0;0;NA;NA;NA
M;Anastrophyllum minutum;4;7;3;2;0;0;NA;NA;NA
M;Anastrophyllum saxicola;5;6;3;2;0;0;NA;NA;NA
M;Andreaea alpestris;7;4;2;1;0;0;NA;NA;NA
M;Andreaea alpina;7;5;3;1;0;0;NA;NA;NA
M;Andreaea blyttii;6;5;2;1;0;0;NA;NA;NA
M;Andreaea frigida;7;7;2;1;0;0;NA;NA;NA
M;Andreaea megistospora;8;3;2;1;0;0;NA;NA;NA
M;Andreaea mutabilis;7;5;2;1;0;0;NA;NA;NA
M;Andreaea nivalis;7;7;2;1;0;0;NA;NA;NA
M;Andreaea rothii;8;4;2;1;0;0;NA;NA;NA
M;Andreaea rothii subsp. falcata;8;4;2;1;0;0;NA;NA;NA
M;Andreaea rothii subsp. rothii;8;4;2;1;0;0;NA;NA;NA
M;Andreaea rupestris;7;3;2;1;0;0;NA;NA;NA
M;Andreaea rupestris var. papillosa;7;3;2;1;0;0;NA;NA;NA
M;Andreaea rupestris var. rupestris;7;3;2;1;0;0;NA;NA;NA
M;Andreaea sinuosa;6;5;2;1;0;0;NA;NA;NA
M;Aneura pinguis;8;9;6;2;0;2;NA;NA;NA
M;Anoectangium aestivum;6;7;7;2;0;0;NA;NA;NA
M;Anomobryum julaceum;7;7;4;2;0;1;NA;NA;NA
M;Anomobryum concinnatum;7;6;6;2;0;0;NA;NA;NA
M;Anomobryum julaceum;7;7;4;2;0;0;NA;NA;NA
M;Anomodon attenuatus;5;5;7;4;0;0;NA;NA;NA
M;Anomodon longifolius;5;5;7;4;0;0;NA;NA;NA
M;Anomodon viticulosus;5;5;8;5;0;0;NA;NA;NA
M;Anthelia julacea;7;9;3;1;0;0;NA;NA;NA
M;Anthelia juratzkana;5;7;3;1;0;0;NA;NA;NA
M;Anthoceros agrestis;7;7;5;4;0;0;NA;NA;NA
M;Anthoceros punctatus;7;7;5;4;0;0;NA;NA;NA
M;Antitrichia curtipendula;6;4;5;2;0;0;NA;NA;NA
M;Aongstroemia longipes;8;6;5;3;0;0;NA;NA;NA
M;Aphanolejeunea microscopica;2;8;4;2;0;0;NA;NA;NA
M;Aphanorrhegma patens;7;8;7;7;0;0;NA;NA;NA
M;Aplodon wormskioldii;8;7;3;2;0;0;NA;NA;NA
M;Metzgeria pubescens;4;5;8;3;0;0;NA;NA;NA
M;Archidium alternifolium;7;8;4;3;2;2;NA;NA;NA
M;Arctoa fulvella;7;5;2;1;0;0;NA;NA;NA
M;Athalamia hyalina;7;6;7;2;0;0;NA;NA;NA
M;Atrichum angustatum;6;7;4;3;0;0;NA;NA;NA
M;Atrichum crispum;6;8;3;2;0;0;NA;NA;NA
M;Atrichum tenellum;7;8;4;3;0;0;NA;NA;NA
M;Atrichum undulatum;4;6;5;5;0;0;NA;NA;NA
M;Atrichum undulatum var. gracilisetum;4;6;5;5;0;0;NA;NA;NA
M;Atrichum undulatum var. undulatum;4;6;5;5;0;0;NA;NA;NA
M;Aulacomnium androgynum;5;6;3;4;0;0;NA;NA;NA
M;Aulacomnium palustre;7;8;3;2;0;1;NA;NA;NA
M;Aulacomnium turgidum;7;4;4;1;0;0;NA;NA;NA
M;Barbilophozia atlantica;6;5;2;2;0;0;NA;NA;NA
M;Barbilophozia attenuata;4;5;2;2;0;0;NA;NA;NA
M;Barbilophozia barbata;5;5;3;2;0;2;NA;NA;NA
M;Barbilophozia floerkei;5;5;2;2;0;0;NA;NA;NA
M;Barbilophozia hatcheri;6;5;3;2;0;0;NA;NA;NA
M;Barbilophozia kunzeana;6;5;2;2;0;0;NA;NA;NA
M;Barbilophozia lycopodioides;6;6;4;2;0;0;NA;NA;NA
M;Barbilophozia quadriloba;6;7;6;2;0;0;NA;NA;NA
M;Barbula convoluta;7;4;7;5;0;1;NA;NA;NA
M;Barbula convoluta var. convoluta;7;4;7;5;0;0;NA;NA;NA
M;Barbula convoluta var. sardoa;7;5;7;5;0;0;NA;NA;NA
M;Barbula unguiculata;7;5;7;5;0;2;NA;NA;NA
M;Bartramia halleriana;4;6;6;2;0;0;NA;NA;NA
M;Bartramia ithyphylla;4;6;4;2;0;0;NA;NA;NA
M;Bartramia pomiformis;4;6;4;2;0;0;NA;NA;NA
M;Bartramia stricta;9;3;5;3;0;0;NA;NA;NA
M;Bazzania pearsonii;5;6;2;2;0;0;NA;NA;NA
M;Bazzania tricrenata;5;6;2;2;0;0;NA;NA;NA
M;Bazzania trilobata;4;6;2;2;0;0;NA;NA;NA
M;Blasia pusilla;6;8;4;4;0;1;NA;NA;NA
M;Blepharostoma trichophyllum;4;8;5;2;0;0;NA;NA;NA
M;Blindia acuta;7;9;5;1;0;0;NA;NA;NA
M;Blindia caespiticia;4;5;7;1;0;0;NA;NA;NA
M;Brachydontium trichodes;3;6;4;2;0;0;NA;NA;NA
M;Brachythecium albicans;8;3;6;3;0;0;NA;NA;NA
M;Brachythecium erythrorrhizon;8;4;7;2;0;0;NA;NA;NA
M;Sciuro-hypnum glaciale;5;6;3;4;0;0;NA;NA;NA
M;Brachythecium glareosum;7;4;8;3;0;1;NA;NA;NA
M;Brachythecium mildeanum;8;6;6;4;1;1;NA;NA;NA
M;Sciuro-hypnum plumosum;5;8;4;3;0;1;NA;NA;NA
M;Sciuro-hypnum populeum;5;5;6;5;0;0;NA;NA;NA
M;Sciuro-hypnum reflexum;5;6;3;4;0;0;NA;NA;NA
M;Brachythecium rivulare;6;8;6;5;0;0;NA;NA;NA
M;Brachythecium rutabulum;6;6;6;6;0;0;NA;NA;NA
M;Brachythecium salebrosum;5;6;6;5;0;0;NA;NA;NA
M;Sciuro-hypnum starkei;6;7;5;2;0;0;NA;NA;NA
M;Brachytheciastrum trachypodium;6;6;7;2;0;0;NA;NA;NA
M;Brachytheciastrum velutinum;4;5;6;5;0;1;NA;NA;NA
M;Breutelia chrysocoma;7;7;4;2;0;0;NA;NA;NA
M;Bruchia vogesiaca;7;7;4;3;0;0;NA;NA;NA
M;Bryoerythrophyllum caledonicum;7;9;7;2;0;0;NA;NA;NA
M;Bryoerythrophyllum ferruginascens;7;6;7;2;0;0;NA;NA;NA
M;Bryoerythrophyllum recurvirostrum;5;5;7;4;0;1;NA;NA;NA
M;Bryum algovicum;9;6;7;4;1;0;NA;NA;NA
M;Bryum alpinum;7;8;5;2;0;0;NA;NA;NA
M;Bryum arcticum;6;6;7;2;0;2;NA;NA;NA
M;Bryum argenteum;8;4;6;7;0;1;NA;NA;NA
M;Bryum bornholmense;8;5;3;3;0;0;NA;NA;NA
M;Bryum caespiticium;7;4;6;5;0;0;NA;NA;NA
M;Bryum caespiticium;7;4;6;5;0;0;NA;NA;NA
M;Bryum calophyllum;8;8;8;4;4;0;NA;NA;NA
M;Bryum canariense;9;2;8;2;0;0;NA;NA;NA
M;Bryum capillare;6;4;7;4;0;1;NA;NA;NA
M;Bryum creberrimum;7;5;6;4;0;0;NA;NA;NA
M;Bryum cyclophyllum;7;8;6;4;0;0;NA;NA;NA
M;Bryum dichotomum;7;5;7;7;0;1;NA;NA;NA
M;Bryum dichotomum;7;5;7;7;0;1;NA;NA;NA
M;Bryum dixonii;6;7;6;2;0;0;NA;NA;NA
M;Bryum donianum;6;4;6;3;0;0;NA;NA;NA
M;Bryum dyffrynense;8;8;7;4;1;0;NA;NA;NA
M;Bryum elegans;7;3;8;3;0;0;NA;NA;NA
M;Bryum gemmiferum;7;7;7;6;0;0;NA;NA;NA
M;Bryum gemmilucens;7;5;5;5;0;0;NA;NA;NA
M;Bryum gemmiparum;7;9;5;4;0;0;NA;NA;NA
M;Bryum archangelicum;8;5;7;4;0;2;NA;NA;NA
M;Bryum intermedium;8;6;7;4;0;0;NA;NA;NA
M;Bryum klinggraeffii;8;6;6;6;0;0;NA;NA;NA
M;Bryum knowltonii;7;7;7;4;0;0;NA;NA;NA
M;Bryum kunzei;8;2;8;2;0;0;NA;NA;NA
M;Bryum marratii;7;9;7;4;4;0;NA;NA;NA
M;Bryum mildeanum;6;7;6;2;0;0;NA;NA;NA
M;Bryum moravicum;5;5;6;5;0;0;NA;NA;NA
M;Bryum muehlenbeckii;7;8;5;2;0;0;NA;NA;NA
M;Bryum pallens;7;7;6;4;0;3;NA;NA;NA
M;Bryum pallescens;7;5;6;4;0;4;NA;NA;NA
M;Bryum pseudotriquetrum;8;9;6;3;0;0;NA;NA;NA
M;Bryum pseudotriquetrum var. bimum;8;9;6;3;0;0;NA;NA;NA
M;Bryum pseudotriquetrum var. pseudotriquetrum;8;9;6;3;0;0;NA;NA;NA
M;Bryum radiculosum;6;3;8;5;0;0;NA;NA;NA
M;Bryum riparium;6;8;5;2;0;0;NA;NA;NA
M;Bryum rubens;8;5;6;6;0;0;NA;NA;NA
M;Bryum ruderale;7;4;7;6;0;1;NA;NA;NA
M;Bryum salinum;8;8;7;4;0;0;NA;NA;NA
M;Bryum sauteri;6;5;5;5;0;0;NA;NA;NA
M;Bryum schleicheri;7;9;6;4;0;0;NA;NA;NA
M;Bryum subapiculatum;8;4;5;5;0;0;NA;NA;NA
M;Bryum tenuisetum;8;6;3;3;0;0;NA;NA;NA
M;Bryum torquescens;8;3;7;3;0;0;NA;NA;NA
M;Bryum turbinatum;8;7;7;4;0;0;NA;NA;NA
M;Bryum uliginosum;7;7;6;4;0;0;NA;NA;NA
M;Bryum valparaisense;7;5;5;5;0;0;NA;NA;NA
M;Bryum violaceum;8;4;6;6;0;0;NA;NA;NA
M;Bryum warneum;8;8;8;4;3;0;NA;NA;NA
M;Bryum weigelii;7;9;5;3;0;0;NA;NA;NA
M;Buxbaumia aphylla;5;6;2;2;0;0;NA;NA;NA
M;Buxbaumia viridis;4;7;2;2;0;0;NA;NA;NA
M;Cratoneuron curvicaule;6;7;7;3;0;0;NA;NA;NA
M;Calliergon cordifolium;5;10;4;5;0;0;NA;NA;NA
M;Calliergon giganteum;7;10;6;3;0;0;NA;NA;NA
M;Sarmentypnum sarmentosum;8;9;5;2;0;0;NA;NA;NA
M;Straminergon stramineum;7;9;3;2;0;0;NA;NA;NA
M;Pseudocalliergon trifarium;8;9;6;2;0;0;NA;NA;NA
M;Calliergonella cuspidata;7;7;7;4;0;1;NA;NA;NA
M;Calomnion complanatum;4;8;5;5;0;0;NA;NA;NA
M;Calypogeia arguta;1;7;4;4;0;0;NA;NA;NA
M;Calypogeia azurea;3;7;3;1;0;0;NA;NA;NA
M;Calypogeia fissa;3;7;3;3;0;0;NA;NA;NA
M;Calypogeia integristipula;3;7;2;1;0;0;NA;NA;NA
M;Calypogeia muelleriana;3;7;2;1;0;0;NA;NA;NA
M;Calypogeia neesiana;3;7;1;1;0;0;NA;NA;NA
M;Calypogeia neesiana;3;7;1;1;0;0;NA;NA;NA
M;Calypogeia sphagnicola;8;9;1;1;0;0;NA;NA;NA
M;Calypogeia suecica;3;7;2;2;0;0;NA;NA;NA
M;Calyptrochaeta apiculata;5;5;6;5;0;0;NA;NA;NA
M;Campyliadelphus chrysophyllus;8;2;8;2;0;1;NA;NA;NA
M;Campyliadelphus elodes;8;9;7;3;2;0;NA;NA;NA
M;Campylium stellatum;8;8;6;2;0;1;NA;NA;NA
M;Campylium protensum;7;7;6;3;0;1;NA;NA;NA
M;Campylium stellatum;8;9;6;2;0;0;NA;NA;NA
M;Campylophyllum calcareum;2;5;8;4;0;0;NA;NA;NA
M;Campylophyllum halleri;7;5;7;2;0;0;NA;NA;NA
M;Campylopus atrovirens;8;8;2;1;0;0;NA;NA;NA
M;Campylopus atrovirens var. atrovirens;8;8;2;1;0;0;NA;NA;NA
M;Campylopus atrovirens var. falcatus;8;8;2;1;0;0;NA;NA;NA
M;Campylopus brevipilus;8;8;1;1;0;0;NA;NA;NA
M;Campylopus flexuosus;6;6;2;1;0;2;NA;NA;NA
M;Campylopus fragilis;7;5;3;2;1;0;NA;NA;NA
M;Campylopus gracilis;7;8;2;1;0;0;NA;NA;NA
M;Campylopus introflexus;7;5;2;2;0;2;NA;NA;NA
M;Campylopus pilifer;8;2;4;2;0;0;NA;NA;NA
M;Campylopus pyriformis;6;5;2;2;0;0;NA;NA;NA
M;Campylopus schimperi;6;5;2;1;0;0;NA;NA;NA
M;Campylopus setifolius;6;9;2;1;0;0;NA;NA;NA
M;Campylopus shawii;8;9;1;1;0;0;NA;NA;NA
M;Campylopus subulatus;8;7;4;2;0;0;NA;NA;NA
M;Campylostelium saxicola;3;6;5;2;0;0;NA;NA;NA
M;Catoscopium nigritum;9;9;8;2;0;0;NA;NA;NA
M;Cephalozia ambigua;4;7;2;1;0;0;NA;NA;NA
M;Cephalozia bicuspidata;4;7;2;2;0;1;NA;NA;NA
M;Cephalozia catenulata;3;7;1;1;0;0;NA;NA;NA
M;Cephalozia connivens;6;8;1;1;0;0;NA;NA;NA
M;Cephalozia crassifolia;3;7;2;2;0;0;NA;NA;NA
M;Cephalozia leucantha;3;7;1;1;0;0;NA;NA;NA
M;Cephalozia loitlesbergeri;7;9;1;1;0;0;NA;NA;NA
M;Cephalozia lunulifolia;5;8;2;2;0;0;NA;NA;NA
M;Cephalozia macrostachya;7;8;1;1;0;0;NA;NA;NA
M;Cephalozia macrostachya var. macrostachya;7;8;1;1;0;0;NA;NA;NA
M;Cephalozia macrostachya var. spiniflora;7;8;1;1;0;0;NA;NA;NA
M;Cephalozia pleniceps;4;8;2;2;0;0;NA;NA;NA
M;Cephaloziella baumgartneri;6;5;9;2;0;0;NA;NA;NA
M;Cephaloziella calyculata;7;3;6;1;0;1;NA;NA;NA
M;Cephaloziella dentata;7;6;4;2;0;0;NA;NA;NA
M;Cephaloziella divaricata;7;5;2;2;0;2;NA;NA;NA
M;Cephaloziella elachista;7;8;2;1;0;0;NA;NA;NA
M;Cephaloziella hampeana;6;6;2;2;0;2;NA;NA;NA
M;Cephaloziella integerrima;7;5;4;1;0;3;NA;NA;NA
M;Cephaloziella massalongi;6;6;3;1;0;5;NA;NA;NA
M;Cephaloziella nicholsonii;6;6;3;1;0;5;NA;NA;NA
M;Cephaloziella rubella;6;5;2;2;0;2;NA;NA;NA
M;Cephaloziella spinigera;7;6;2;2;0;0;NA;NA;NA
M;Cephaloziella stellulifera;7;5;5;1;0;3;NA;NA;NA
M;Cephaloziella turneri;4;6;3;2;0;0;NA;NA;NA
M;Ceratodon conicus;7;3;8;2;0;0;NA;NA;NA
M;Ceratodon purpureus;7;4;5;3;1;3;NA;NA;NA
M;Ceratodon purpureus;7;5;5;3;1;0;NA;NA;NA
M;Cheilothela chloropus;9;2;8;2;0;0;NA;NA;NA
M;Leptophascum leptophyllum;7;5;5;4;0;0;NA;NA;NA
M;Chiloscyphus pallescens;6;9;6;4;0;0;NA;NA;NA
M;Chiloscyphus polyanthos;6;9;5;4;0;0;NA;NA;NA
M;Chiloscyphus polyanthos;6;9;6;4;0;0;NA;NA;NA
M;Cinclidium stygium;7;9;6;2;0;0;NA;NA;NA
M;Cinclidotus fontinaloides;7;8;7;4;0;0;NA;NA;NA
M;Cinclidotus riparius;7;8;7;4;0;0;NA;NA;NA
M;Brachythecium cirrosum;5;5;7;3;0;0;NA;NA;NA
M;Cirriphyllum piliferum;4;6;6;6;0;0;NA;NA;NA
M;Cladopodiella fluitans;8;9;1;1;0;0;NA;NA;NA
M;Cladopodiella francisci;6;7;2;2;0;0;NA;NA;NA
M;Climacium dendroides;7;7;5;3;0;2;NA;NA;NA
M;Cololejeunea calcarea;3;6;7;2;0;0;NA;NA;NA
M;Cololejeunea minutissima;6;4;6;4;2;0;NA;NA;NA
M;Cololejeunea rossettiana;3;5;7;3;0;0;NA;NA;NA
M;Colura calyptrifolia;4;6;4;2;0;0;NA;NA;NA
M;Conardia compacta;1;6;8;4;0;0;NA;NA;NA
M;Conocephalum conicum;3;7;6;5;0;1;NA;NA;NA
M;Conocephalum conicum;3;7;6;5;0;1;NA;NA;NA
M;Conocephalum salebrosum;3;6;7;5;0;1;NA;NA;NA
M;Conostomum tetragonum;7;5;2;1;0;0;NA;NA;NA
M;Coscinodon cribrosus;7;2;3;1;0;1;NA;NA;NA
