Scientific_name	Family	Svenskt_namn	Dyntaxa_ID_number	Establishment	Red-listed	Time_of_immigration	Index_of_invasive_concern	Biodiversity_relevance	Nectar_production	Heat_requirement	Cold_requirement	Temp_optimum	Continentality	Light	Moisture	Soil_reaction_pH	Nitrogen	Phosphorus	Salinity	Grazing_mowing	Soil_disturbance	Longevity	Pollinator_dependence	Phenology	Extreme_phenology	Seed_dormancy	Seed_bank	Seed_disperser	Nitrogen_fixation	Photosynthetic_pathway	Mycorrhiza	Carnivory	Parasitism
Carlina vulgaris L.	Asteraceae	spåtistel	220038	Resident	Not Red-listed	0	0	4		10	3	5	6	6	1	7	3	2	1	5	4	2	1	11	4	2	2	AirP	0	C3	AM	0	0
Carpinus betulus L.	Betulaceae	avenbok	220039	Resident	Not Red-listed	0	0	6	1	11	3	5	5	4	3	5	5	3	1	2	2	4	0b	4	5	4	1	AirW	0	C3	EM	0	0
Carum carvi L.	Apiaceae	kummin	220041	Resident	Not Red-listed	0	0	3	5	5	3	8	5	6	3	6	7	4	2	7	6	2	2	6	3	2	2	Passive	0	C3	AM	0	0
Cassiope tetragona (L.) D. Don	Ericaceae	kantljung	221081	Resident	Not Red-listed	0	0	1	4	2	16	17		7	4	8	2	1	1	5	4	4				2	1	AirD	0	C3	EriM	0	0
Catabrosa aquatica (L.) P. Beauv.	Poaceae	källgräs	273	Resident	VU	0	0	2	1	7	2	6	4	6	9	7	8	5	3	4	6	4	0b	10	3			Passive	0	C3	AM	0	0
Catapodium rigidum (L.) C. E. Hubb.	Poaceae	styvgröe	220042	Resident	Not Red-listed	5	3	1	1	13	2	4			3	7	7	5	2		7		0c			2		Passive	0	C3	AM	0	0
Centaurea × moncktonii Thuill.	Asteraceae	banklint	220043	Resident	Not Red-listed	4	15,6	5	6	10	3	5	3	6	4	5	4	4	1	3	3	4	2	9	2	2		Myr	0	C3	AM	0	0
Centaurea cheiranthifolia Willd.	Asteraceae	kamklint	220047	Resident	Not Red-listed	5	13	4	6	13	5	6	7	7	4	7	5	2	1	3		4	2			2		Myr	0	C3	AM	0	0
Centaurea cyanus L.	Asteraceae	blåklint	220049	Resident	Not Red-listed	0	0	4	5	10	2	4	7	7	3	6	6	4	2	2	9	1	1	8	1	1	3	Myr	0	C3	AM	0	0
Centaurea jacea L.	Asteraceae	rödklint	220054	Resident	Not Red-listed	0	0	5	6	7	3	7	5	5	4	6	5	2	1	6	3	4	2ab	10	3	2	2	Myr	0	C3	AM	0	0
Centaurea macrocephala Muss.Puschk. ex Willd.	Asteraceae	gulklint	220055	Non-resident	Not Red-listed			5	6	13	5	6	6	7	3	7	7	5	1	3		4	2ab	11	4	2		Passive	0	C3	AM	0	0
Centaurea montana L.	Asteraceae	bergklint	220058	Resident	Not Red-listed	4	13,8	4	6	4	3	8	5	5	4	5	7	3	1	3	4	4	2ab	6	3		1	Myr	0	C3	AM	0	0
Centaurea nigra L.	Asteraceae	svartklint	285	Resident	Not Red-listed	4	15,6	5	6	11	3	5	2	6	3	4	4	4	1	3	3	4	2	9	2	2	2	Myr	0	C3	AM	0	0
Centaurea phrygia L.	Asteraceae	ängsklint	264742	Resident	EN	4	12,9	5	6	8	9	10	9	5	4	5	4	3	1	2	3	4	2			2		Myr	0	C3	AM	0	0
Centaurea scabiosa L.	Asteraceae	väddklint	264738	Resident	Not Red-listed	0	0	5	5	9	3	6	5	7	2	7	4	3	1	2	5	4	2	10	3	1	2	Myr	0	C3	AM	0	0
Centaurea stoebe L.	Asteraceae	sandklint	220067	Resident	Not Red-listed	5	14	5	5	12	2	3	7	7	2	7	4	3	1	3	5	4	2	11	4	1	1	Myr	0	C3	AM	0	0
Centaurium erythraea Rafn	Gentianaceae	bredarun	288	Resident	NT	0	0	2	3	12	2	3	5	7	5	8	4	4	2	3	7	2	0c	10	3	3	3	Passive	0	C3	AM	0	0
Centaurium littorale (Turner ex Sm.) Gilmour	Gentianaceae	smalarun	221411	Resident	Not Red-listed	0	0	1	3	10	6	8	6	7	6	8	4	4	4	5	7	2	1	10	3	2	3	Passive	0	C3	AM	0	0
Centaurium pulchellum (Sw.) Druce	Gentianaceae	dvärgarun	221412	Resident	Not Red-listed	0	0	1	3	10	2	4	6	7	6	8	4	4	4	6	8	1	0c	10	3	3	3	Passive	0	C3	AM	0	0
Centranthus ruber (L.) DC.	Caprifoliaceae	pipört	221013	Resident	Not Red-listed	6	16,4	3	5	12	2	3	6	7	2	8	4	2	2			4	2ab			2		AirP	0			0	0
Cephalanthera damasonium (Mill.) Druce	Orchidaceae	stor skogslilja	289	Resident	VU	0	0	1	1	13	2	3	5	2	5	8	5	2	1	2	4	4	0c					Passive	0	C3	OrkM	0	0
Cephalanthera longifolia (L.) Fritsch	Orchidaceae	vit skogslilja	219769	Resident	Not Red-listed	0	0	1	1	11	3	5	5	3	5	7	2	1	1	2	4	4	1a					Passive	0	C3	OrkM	0	0
Cephalanthera rubra (L.) Rich.	Orchidaceae	röd skogslilja	290	Resident	NT	0	0	1	1	10	3	5	6	4	3	6	2	2	1	2	4	4	1a	9	2			AirD	0	C3	OrkM	0	0
Cephalaria alpina (L.) Roem. & Schult.	Caprifoliaceae	alpjättevädd	219771	Resident	Not Red-listed	5	10,4	1	6	11	4	6	4	5	4	7	7	5	1	1	2	4				3		Passive	0	C3	AM	0	0
Cephalaria gigantea (Ledeb.) Bobrov	Caprifoliaceae	jättevädd	221015	Resident	Not Red-listed	4	12	1	6	9	6	8	6	5	4	6	7	4	1	1	2	4				2		Passive	0	C3	AM	0	0
Cerastium alpinum L.	Caryophyllaceae	fjällarv	220688	Resident	Not Red-listed	0	0	2	3	1	11	15	5	6	3	7		4	1	4	6	4	1			2	2	Passive	0	C3	None	0	0
Cerastium arvense L.	Caryophyllaceae	fältarv	220689	Resident	Not Red-listed	1	10	4	3	5	3	8	6	6	2	6	5	5	2	4	6	4	1	6	3	2	2	Passive	0	C3	None	0	0
Cerastium brachypetalum Pers.	Caryophyllaceae	raggarv	301	Resident	VU	0	0	3	3	12	2	3	5	6	2	7	6	5	1	3	7	1	0c				2	Passive	0	C3	None	0	0
Cerastium cerastoides (L.) Britton	Caryophyllaceae	lapparv	220691	Resident	Not Red-listed	0	0	1	3	1	16	17		7	6	5	6	5	1	7	7	4	1				2	Passive	0	C3	None	0	0
Cerastium diffusum Pers.	Caryophyllaceae	västkustarv	220693	Resident	Not Red-listed	0	0	1	3	10	3	5	1	7	4	6	6	5	2	4	7	1	0c				1	Passive	0	C3	None	0	0
Cerastium fontanum Baumg.	Caryophyllaceae	hönsarv	220694	Resident	Not Red-listed	0	0	4	3	3	2	8	5	5	6	6	5	3	2	6	6	3	0c	6	3		4	Passive	0	C3	None	0	0
Cerastium glomeratum Thuill.	Caryophyllaceae	knipparv	220695	Resident	Not Red-listed	0	0	4	2	9	1	4	4	5	5	4	5	5	1	4	8	1	0c	6	3		2	Passive	0	C3	None	0	0
Cerastium glutinosum Fr.	Caryophyllaceae	klibbarv	220696	Resident	Not Red-listed	0	0	3	3	11	3	5	5	7	2	7	3	4	2	4	9	1	0c	5	4	2	2	Passive	0	C3	None	0	0
Cerastium nigrescens (H. C. Watson) Edmondston ex H. C. Watson	Caryophyllaceae	snöarv	220697	Resident	Not Red-listed	0	0	1	3	1	17	18		7	7	7		4	1			4	1					Passive	0	C3	None	0	0
Cerastium pumilum Curtis	Caryophyllaceae	alvararv	220698	Resident	Not Red-listed	0	0	1	3	13	2	3	5	7	2	8	2	2	2	4	7	1	0c				2	Passive	0	C3	None	0	0
Cerastium semidecandrum L.	Caryophyllaceae	vårarv	220699	Resident	Not Red-listed	0	0	4	3	9	3	6	5	7	2	6	3	3	2	4	8	1	0c	5	4	2	3	Passive	0	C3	None	0	0
Cerastium subtetrandrum (Lange) Murb.	Caryophyllaceae	östkustarv	1868	Resident	Not Red-listed	0	0	3	3	13	6	6	7	7	3	6	3	4	2	5	8	1	0c	5	4			Passive	0	C3	None	0	0
Cerastium tomentosum L.	Caryophyllaceae	silverarv	220701	Resident	Not Red-listed	4	18,5	3	3	9	3	6	5	7	1	5	4	5	2	4	4	4	1	7	2	2		Passive	0	C3	None	0	0
Ceratocapnos claviculata (L.) Lidén	Papaveraceae	klängnunneört	220703	Resident	Not Red-listed	6	14	1		12	3	4	3	4	4	2	8	4	1	1	8	1	1a	5	4	2		Myr	0	C3	AM	0	0
Ceratochloa sitchensis (Trin.) Cope & Ryves	Poaceae	sloklosta	222388	Resident	Not Red-listed	5	12,2	1	1	12	3	4	5	7	4	7	8	5	2	2	7	3	0b	10	3	2		Passive	0	C3	AM	0	0
Ceratophyllum demersum L.	Ceratophyllaceae	hornsärv	222389	Resident	Not Red-listed	0	0	1	1	6	1	5	6	6	12	8	9	5	3	4		4	0b	10	3	4	1	Water	0	C3	None	0	0
Ceratophyllum submersum L.	Ceratophyllaceae	vårtsärv	302	Resident	Not Red-listed	0	0	1	1	12	3	4	6	6	12	8	8	5	3	4		4	0b	10	3			Water	0	C3	None	0	0
Chaenomeles japonica (Thunb.) Lindl. ex Spach	Rosaceae	liten rosenkvitten	221513	Non-resident	Not Red-listed			2	4	11	3	5	5	4	4	6	5	3	1	6		4	2	6	3			Bird	0	C3	AM	0	0
Chaenomeles speciosa (Sweet) Nakai	Rosaceae	stor rosenkvitten	235119	Non-resident	Not Red-listed			1	4	11	3	5	5	4	4	6	5	3	1	6		4	2	6	3			Bird	0	C3	AM	0	0
Chaenomeles x superba (Frahm) Rehder	Rosaceae	hybridrosenkvitten	222981	Non-resident	Not Red-listed			1	4	11	3	5	5	4	4	6	5	3	1	6		4	2	6	3			Bird	0	C3	AM	0	0
Chaenorhinum minus (L.) Lange	Plantaginaceae	småsporre	222982	Resident	Not Red-listed	3	11,6	1	3	8	3	6	5	7	3	7	4	2	2	3	8	1	0c	7	2	4	4	Passive	0	C3	AM	0	0
Chaerophyllum aromaticum L.	Apiaceae	doftkörvel	221619	Resident	Not Red-listed	5	12,5	3	5	10	5	7	7	5	4	5	6	3	2	3	2	4	1			4		Passive	0	C3	AM	0	0
Chaerophyllum aureum L.	Apiaceae	guldkörvel	315	Resident	Not Red-listed	6	14,7	3	5	10	2	4	6	4	5	6	7	3	1	2	2	4	2	9	2		2	Adh	0	C3	AM	0	0
Chaerophyllum bulbosum L.	Apiaceae	rotkörvel	316	Resident	Not Red-listed	4	10	3	5	11	6	7	7	5	4	7	7	5	1	2	6	2	2	9	2	4		Passive	0	C3	AM	0	0
Chaerophyllum prescottii DC.	Apiaceae	rysskörvel	317	Resident	VU	5	8,6	1	5	6	12	13	9	6	4	6	7	4	1	4	5	2	2					Passive	0	C3	AM	0	0
Chaerophyllum temulum L.	Apiaceae	hårkörvel	219655	Resident	Not Red-listed	0	0	3	5	11	2	4	5	5	4	7	7	5	2	3	7	2	2	8	1	4	2	Passive	0	C3	AM	0	0
Chamaecytisus × versicolor (Dippel) Karlsson	Fabaceae	brokginst	221179	Resident	Not Red-listed	6	11,3	3	5					6	3		1	4	1	2	6	4	2a					Passive	1	C3	AM	0	0
Chamaecytisus elongatus (Waldst. & Kit.) Link	Fabaceae	vidjeginst	222144	Resident	Not Red-listed	6	11,3	1	5					5	3		1	4	1	2	6	4	2a					Passive	1	C3	AM	0	0
Chamaecytisus hirsutus (L.) Link	Fabaceae	luddginst	221182	Non-resident	Not Red-listed			3	5	12	3	4	6	6	3	4	1	4	1	2	6	4	2a					Passive	1	C3	AM	0	0
Chamaedaphne calyculata (L.) Moench	Ericaceae	finnmyrten	319	Resident	NT	0	0	1	4	7	10	11	9	5	7	3	2	1	1	2	1	4				4		AirD	0	C3	EriM	0	0
Chamaenerion angustifolium (L.) Scop.	Onagraceae	mjölke	222063	Resident	Not Red-listed	0	0	4	6	3	3	9	5	5	4	3	7	5	2	2	5	4	2a	8	1	4	2	AirP	0	C3	AM	0	0
Chamorchis alpina (L.) Rich.	Orchidaceae	dvärgyxne	220073	Resident	Not Red-listed	0	0	1	1	2	16	17		7	5	8	2	1	1	6	6	4	1					AirD	0	C3	OrkM	0	0
Chelidonium majus L.	Papaveraceae	skelört	219772	Resident	Not Red-listed	0	0	2	2	9	2	5	7	5	3	6	8	5	2	3	7	3	1	6	3	4	3	Passive	0	C3	AM	0	0
Chenopodiastrum hybridum (L.) S.Fuentes, Uotila & Borsch	Amaranthaceae	lönnmålla	220724	Resident	Not Red-listed	0	0	4	1	11	3	5	6	6	3	6	8	5	2	2	9	1	0b	11	4	2	4	Passive	0	C3	None	0	0
Chenopodiastrum murale (L.) S.Fuentes, Uotila & Borsch	Amaranthaceae	gatmålla	337	Resident	CR	1	4	4	1	13	1	2	5	7	4	7	9	5	2	2	9	1	0b	12	5	1	2	Passive	0	C3	None	0	0
Chenopodium album L.	Amaranthaceae	svinmålla	220704	Resident	Not Red-listed	0	0	5	1	7	1	5	6	7	3	6	8	5	2	2	9	1	0b	10	3		4	Passive	0	C3	None	0	0
Chenopodium ficifolium Sm.	Amaranthaceae	fikonmålla	220719	Resident	Not Red-listed	3	10	4	1	9	2	5	7	7	6	7	8	5	2	2	9	1	0b	12	5		3	Passive	0	C3	None	0	0
Chenopodium striatiforme Murr	Amaranthaceae	östersjömålla	1869	Resident	EN	5	8,6	4	1	13	3	4	6	7	3	7	7	5	3	2	8	1	0b			2		Passive	0	C3	None	0	0
Chenopodium suecicum Murr	Amaranthaceae	svenskmålla	220748	Resident	Not Red-listed	0	0	5	1	7	6	9	5	7	3	6	8	5	2	2	9	1	0b	10	3		4	Passive	0	C3	None	0	0
Chenopodium vulvaria L.	Amaranthaceae	stinkmålla	339	Resident	EN	1	4	4	1	13	2	3	5	7	2	8	9	5	2	3	9	1	0b	10	3	4		Passive	0	C3	None	0	0
Cherleria biflora (L.) 	Caryophyllaceae	fjällnörel	221720	Resident	Not Red-listed	0	0	1	3	2	15	16		7	5	7		4	1	6	7	4					1	Passive	0	C3	None	0	0
Chimaphila umbellata (L.) W. P. C. Barton	Ericaceae	ryl	340	Resident	EN	0	0	1		9	6	8	7	3	4	5	2	3	1	4	1	4	1	10	3			AirD	0	C3	PyrM	0	0
Chrysosplenium alternifolium L.	Saxifragaceae	gullpudra	220075	Resident	Not Red-listed	0	0	1	4	5	5	10	5	4	7	5	6	4	1	4	3	4	1	4	5		1	Passive	0	C3	AM	0	0
Chrysosplenium oppositifolium L.	Saxifragaceae	kustgullpudra	1870	Resident	VU	0	0	1	4	12	4	5	1	3	8	5	6	4	1	3	3	4	1				1	Passive	0	C3	AM	0	0
Chrysosplenium tetrandrum (N. Lund ex Malmgren) Th. Fr.	Saxifragaceae	polargullpudra	223335	Resident	NT	0	0	1	4	3	12	14	8	6	7	7	6	3	1		6	4	1			2	1	Passive	0	C3	AM	0	0
Cichorium intybus L.	Asteraceae	cikoria	220078	Resident	Not Red-listed	0	0	4	5	11	3	5	6	7	2	7	5	4	1	1	5	4	2	9	2	3	2	Passive	0	C3	AM	0	0
Cicuta virosa L.	Apiaceae	sprängört	219657	Resident	Not Red-listed	0	0	3	5	7	5	9	7	5	10	5	7	5	2	4	4	4	1	10	3		3	Passive	0	C3	AM	0	0
Cinna latifolia (Trevir.) Griseb.	Poaceae	sötgräs	345	Resident	NT	0	0	1	1	7	11	12	7	4	6	6	6	3	1	2	5	4	0b			2	3	Passive	0	C3	AM	0	0
Circaea × intermedia Ehrh.	Onagraceae	mellanhäxört	346	Resident	Not Red-listed	0	0	2	2	11	3	5	4	3	5	6	7	4	1	1	4	4	0a	10	3			Veg	0	C3	AM	0	0
Circaea alpina L.	Onagraceae	dvärghäxört	222395	Resident	Not Red-listed	0	0	2	2	4	4	9	4	2	7	3	3	3	1	1	3	4	1	10	3	4	1	Adh	0	C3	AM	0	0
Circaea lutetiana L.	Onagraceae	stor häxört	222056	Resident	Not Red-listed	0	0	2	3	12	3	4	3	3	6	6	7	4	1	2	4	4	1	10	3		1	Adh	0	C3	AM	0	0
Cirsium acaule (L.) Scop.	Asteraceae	jordtistel	220079	Resident	NT	0	0	4	5	11	3	5	6	7	5	7	4	2	2	7	4	4	1	11	4	1	1	AirP	0	C3	AM	0	0
Cirsium arvense (L.) Scop.	Asteraceae	åkertistel	220080	Resident	Not Red-listed	0	0	5	5	6	3	7	5	6	5	5	7	4	2	3	2	4	2	9	2	4	4	AirP	0	C3	AM	0	0
Cirsium canum (L.) All.	Asteraceae	bantistel	350	Resident	Not Red-listed	5	12,5	4	6	13	4	5	6	5	6	7	7	5	2	2	3	4	1	11	4	2		AirP	0	C3	AM	0	0
Cirsium heterophyllum (L.) Hill	Asteraceae	brudborste	220083	Resident	Not Red-listed	0	0	4	7	3	7	12	5	5	5	5	7	5	2	5	2	4	1	9	2		1	AirP	0	C3	AM	0	0
Cirsium oleraceum (L.) Scop.	Asteraceae	kåltistel	220084	Resident	Not Red-listed	0	0	5	6	11	4	6	7	5	7	7	7	5	2	3	2	4	1	10	3		1	AirP	0	C3	AM	0	0
Cirsium palustre (L.) Scop.	Asteraceae	kärrtistel	220085	Resident	Not Red-listed	0	0	5	7	5	3	8	5	6	7	4	5	3	2	5	2	2	1	7	2		3	AirP	0	C3	AM	0	0
Cirsium vulgare (Savi) Ten.	Asteraceae	vägtistel	220088	Resident	Not Red-listed	0	0	5	7	8	2	5	4	7	3	6	7	3	2	5	7	2	1	10	3	2	3	AirP	0	C3	AM	0	0
Cladium mariscus (L.) Pohl	Cyperaceae	ag	223324	Resident	Not Red-listed	0	0	1	1	11	2	4	7	6	10	7	4	1	2	4	3	4	0b			4	1	Water	0	C3	None	0	0
Claytonia perfoliata Donn ex Willd.	Montiaceae	vinterportlak	222059	Resident	Not Red-listed	4	14,7	1	3	12	3	4	3	5	5	7	7	5	2	3	7	1	0c	4	5	1		Passive	0	C3	AM	0	0
Claytonia sibirica L.	Montiaceae	vårsköna	220753	Resident	Not Red-listed	5	14,7	1	3	10	5	7	4	3	4	5	7	3	1	1	2	1	2	5	4		2	Passive	0	C3	AM	0	0
Clematis alpina Mill.	Ranunculaceae	alpklematis	222804	Resident	Not Red-listed	6	7,2	4	3	8	7	9	8	4	5	7	7	3	1	2		4	1			4		AirP	0	C3	AM	0	0
Clematis tangutica (Maxim.) Korsh.	Ranunculaceae	gullklematis	222806	Non-resident	Not Red-listed			3	3	11	6	7	7					3	1	2		4	1			2		AirP	0	C3	AM	0	0
Clematis vitalba L.	Ranunculaceae	skogsklematis	222807	Resident	Not Red-listed	5	15,5	4	3	13	2	3	6	6	4	8	7	3	2	2	2	4	1	8	1	3	2	AirP	0	C3	AM	0	0
Clematis viticella L.	Ranunculaceae	italiensk klematis	222808	Resident	Not Red-listed	6	14,7	3	3	11	3	5	7			7	4	2	1	2		4	1			4		AirP	0	C3	AM	0	0
Clinopodium acinos (L.) Kuntze	Lamiaceae	harmynta	221802	Resident	Not Red-listed	0	0	2	5	8	2	5	5	7	1	7	3	1	2	6	7	4	2a	9	2		4	Passive	0	C3	AM	0	0
Clinopodium grandiflorum (L.) Kuntze	Lamiaceae	rosenmynta	221803	Non-resident	Not Red-listed			1	5	13	2	3	5	5	4	7	6	3	2	3	7	3	2a	13	6	2		Passive	0	C3	AM	0	0
Clinopodium nepeta (L.) Kuntze	Lamiaceae	stenkyndel	221606	Non-resident	Not Red-listed			2	5	13	2	3	4	6	3	7	4	2	2	3	6	4	2a	13	6			Passive	0	C3	AM	0	0
Clinopodium vulgare L.	Lamiaceae	bergmynta	221806	Resident	Not Red-listed	0	0	3	4	8	2	5	5	4	3	6	3	3	1	3	4	4	2a	10	3		3	Passive	0	C3	AM	0	0
Cochlearia danica L.	Brassicaceae	dansk skörbjuggsört	220090	Resident	Not Red-listed	0	0	2	3	11	5	7	5	7	5	8	5	5	4	5		1	1	6	3			Water	0	C3	None	0	0
Cochlearia officinalis L.	Brassicaceae	skörbjuggsört	220474	Resident	Not Red-listed	0	0	2	3	9	5	8	3	7	5	8	6	5	4			1	1	6	3		1	Water	0	C3	None	0	0
Coeloglossum viride (L.) Hartm.	Orchidaceae	grönkulla	219795	Resident	Not Red-listed	0	0	1	1	3	7	12	5	4	5	6	3	3	1	6	3	4	1					AirD	0	C3	OrkM	0	0
Colchicum autumnale L.	Colchicaceae	tidlösa	220476	Resident	Not Red-listed	3	6,4	1		11	2	4	4	5	3	7	5	3	1	4		4	1	15	8	3	1	Passive	0		AM	0	0
Collomia linearis Nutt.	Polemoniaceae	limfrö	221085	Resident	Not Red-listed	5	10,4	1						6	4	6	6	3	1	3	9	1	0c					Adh	0			0	0
Comarum palustre L.	Rosaceae	kråkklöver	221186	Resident	Not Red-listed	0	0	3	3	3	4	10	5	5	10	4	4	3	2	4	1	4	2	8	1		2	Passive	0	C3	AM	0	0
Comastoma tenellum (Rottb.) Toyok.	Gentianaceae	lappgentiana	221448	Resident	Not Red-listed	0	0	1		2	16	17		7	4	8	2	1	1	5		1	0c				1	Passive	0	C3		0	0
Commelina communis L.	Commelinaceae	liten himmelsblomma	222983	Non-resident	Not Red-listed			1		11	1	3	6						1									Passive	0		AM	0	0
Conium maculatum L.	Apiaceae	odört	405	Resident	Not Red-listed	1	4	3	5	10	2	4	5	6	5	7	8	5	3	4	7	2	2	8	1	2	3	Passive	0	C3	AM	0	0
Conopodium majus (Gouan) Loret	Apiaceae	nötkörvel	406	Resident	VU	4	7,7	2	4	10	4	6	1	5	3	4	5	3	2			4	2			4	2	Passive	0	C3	AM	0	0
Consolida regalis Gray	Ranunculaceae	riddarsporre	408	Resident	NT	1	4	2	3	12	3	4	7	7	3	7	6	4	1	2	9	1	2a	8	1	2	3	Passive	0	C3	AM	0	0
Convallaria majalis L.	Asparagaceae	liljekonvalj	222812	Resident	Not Red-listed	0	0	2	4	4	3	8	5	2	5	4	4	4	1	4	1	4	1	6	3	4	1	Passive	0	C3	AM	0	0
Convolvulus arvensis L.	Convolvulaceae	åkervinda	219775	Resident	Not Red-listed	0	0	4	4	9	1	4	6	7	2	7	4	3	2	2	6	4	1	8	1	3	3	Passive	0	C3	AM	0	0
Conyza canadensis (L.) Cronquist	Asteraceae	kanadabinka	220092	Resident	Not Red-listed	2	15,5	3	4	9	1	4	7	7	3	5	5	4	2	2	8	1	0c	9	2		3	AirP	0	C3	AM	0	0
Coptidium lapponicum (L.) Tzvelev	Ranunculaceae	lappranunkel	1365	Resident	Not Red-listed	0	0	1	2	6	11	12	8	4	7	5	5	3	1	2	3	4						Passive	0	C3	AM	0	0
Corallorhiza trifida Châtel.	Orchidaceae	korallrot	220093	Resident	Not Red-listed	0	0	1	1	4	6	10	6	3	7	4	4	3	1	4	2	4	2	8	1			AirD	0	C3	OrkM	0	0
Corispermum intermedium Schweigg.	Amaranthaceae	lusfrö	219661	Resident	Not Red-listed	5	9,6	1	2	13	3	4	7	7	3	7	7	5	2	3	9	1		10	3	1		Passive	0	C3	None	0	0
Cornus alba L.	Cornaceae	rysk kornell	224080	Non-resident	Not Red-listed			3	3	8	4	7	6	4	6	6	6	3	1	2	2	4	2	7	2		1	Bird	0	C3	AM	0	0
Cornus mas L.	Cornaceae	körsbärskornell	220985	Non-resident	Not Red-listed			3	4	12	3	4	5	5	4	7	6	3	1	2		4	1	5	4	4	1	Bird	0	C3	AM	0	0
Cornus sanguinea L.	Cornaceae	skogskornell	220986	Resident	Not Red-listed	0	0	4	3	11	3	5	5	5	4	7	6	3	1	3	2	4	1	7	2		1	Bird	0	C3	AM	0	0
Cornus sericea L.	Cornaceae	videkornell	224081	Resident	Not Red-listed	4	21,6	3	3	8	4	7	6	5	7	6	6	3	2	3	2	4	2	7	2		1	Bird	0	C3	AM	0	0
Cornus suecica L.	Cornaceae	hönsbär	220987	Resident	Not Red-listed	0	0	1	3	3	7	12	4	5	6	2	3	2	2	5	3	4	1	8	1	4	1	Bird	0	C3	AM	0	0
Corrigiola litoralis L.	Caryophyllaceae	skorem	220481	Resident	Not Red-listed	5	5,8	1		13	2	3	3	7	6	5	5	4	1	3	8	1	0c	13	6	2		Passive	0	C3	None	0	0
Corydalis bracteata (Stephan ex Willd.) Pers.	Papaveraceae	kanariegul nunneört	222813	Resident	Not Red-listed	6	15,8	1	5	9	6	8	9	4	4			3	1	3		4	2a			4		Myr	0	C3	AM	0	0
Corydalis cava (L.) Schweigg. & Körte	Papaveraceae	hålnunneört	222815	Resident	NT	0	0	2	5	12	4	5	6	2	4	7	7	3	1	3	1	4	2a	5	4	4	1	Myr	0	C3	AM	0	0
Corydalis gotlandica Lidén	Papaveraceae	gotländsk nunneört	475	Resident	NT	0	0	1	4	13	7	7	7	4	4	7	7	3	1	3	5	4	2a			4	1	Myr	0	C3	AM	0	0
Corydalis intermedia (L.) Mérat	Papaveraceae	smånunneört	222817	Resident	Not Red-listed	0	0	1	4	5	5	10	3	3	4	6	7	3	1	5	3	4	2a	3	6	4	1	Myr	0	C3	AM	0	0
Corydalis nobilis (L.) Pers.	Papaveraceae	sibirisk nunneört	222818	Resident	Not Red-listed	3	8	1	5	10	6	8	8	5	4	7	7	5	1	3	5	4	2a	5	4	4	1	Myr	0	C3	AM	0	0
Corydalis pumila (Host) Rchb.	Papaveraceae	sloknunneört	222820	Resident	Not Red-listed	0	0	1	5	11	6	8	6	4	4	7	7	5	1	4	3	4	2a	4	5	4	1	Myr	0	C3	AM	0	0
Corydalis solida (L.) Clairv.	Papaveraceae	stornunneört	222821	Resident	Not Red-listed	0	0	1	5	10	3	5	6	5	4	6	7	4	1	4	2	4	2a	4	5	2	1	Myr	0	C3	AM	0	0
Corylus avellana L.	Betulaceae	hassel	222823	Resident	Not Red-listed	0	0	5	2	10	3	5	4	5	4	5	5	3	1	2	2	4	0b	1	8	4	1	Bird	0	C3	EM	0	0
Corynephorus canescens (L.) P. Beauv.	Poaceae	borsttåtel	221399	Resident	Not Red-listed	0	0	3	1	12	2	3	5	7	1	2	2	2	1	4	6	4	0b	10	3	2	3	Passive	0	C3	AM	0	0
Cota tinctoria (L.) J. Gay.	Asteraceae	färgkulla	219944	Resident	Not Red-listed	1	8,1	3	5	8	3	6	5	6	2	6	3	3	2	3	7	4	2	9	2		3	Passive	0	C3	AM	0	0
Cotoneaster adpressus Bois	Rosaceae	mattoxbär	223325	Non-resident	Not Red-listed			3	5	12	5	6	6	6	2	6	4	2	2	3	2	4	0d			4		Bird	0	C3	AM	0	0
Cotoneaster ascendens Flinck & B. Hylmö	Rosaceae	spaljéoxbär	222985	Non-resident	Not Red-listed			3	5	12	5	6		6	2	6	4	2	2	3	2	4	0d			4		Bird	0	C3	AM	0	0
Cotoneaster atropurpureus Flinck & B. Hylmö	Rosaceae	mörkt lingonoxbär	222986	Non-resident	Not Red-listed			3	5	12	6	7	4	6	2	6	4	2	2	3	2	4	0d			4		Bird	0	C3	AM	0	0
Cotoneaster bullatus Bois	Rosaceae	rynkoxbär	222987	Resident	Not Red-listed	6	17,6	3	5	10	5	7	3	5	3	6	5	3	2	2	2	4	0d	7	2	4		Bird	0	C3	AM	0	0
Cotoneaster canescens Vestergr. ex B. Hylmö	Rosaceae	alvaroxbär	1873	Resident	Not Red-listed	0	0	3	5	13	7	7	7	6	2	8	2	1	2	3	2	4	0d			4	1	Bird	0	C3	AM	0	0
Cotoneaster dammeri C. K. Schneid.	Rosaceae	krypoxbär	222989	Non-resident	Not Red-listed			3	5	12	5	6	4				3	2	2	3		4	0d			4		Bird	0	C3	AM	0	0
Cotoneaster dielsianus E. Pritz.	Rosaceae	rosenoxbär	222990	Resident	Not Red-listed	6	19,4	3	5	11	5	7	4	5	4	6	4	3	2	3	2	4	0d	9	2	4		Bird	0	C3	AM	0	0
